TimestampUtc,MachineID,MachineType,MachineAgeYears,MachineTotalEngineHours,OperatorID,OperatorSkillLevel,OperatorExperienceYears,ShiftType,TaskID,FuelUsedL,FuelLevelPercent,LoadCycles,IdlingTimeMin,ActiveTimeMin,EngineTemperatureC,HydraulicPressureBar,VibrationLevel,TiltAngleDeg,ProximityDistanceM,ProximityHazardTriggered,SeatbeltStatus,SafetyAlertTriggered,AlertType,WeatherCondition,AmbientTemperatureC,SiteZoneID
2025-06-21 04:00:00,BLD001,Bulldozer,2,3603.78,OP006,Intermediate,6,Night,T00056,6.78,70.08,10,14.65,106.75,81.91,227.41,3.74,1.03,14.54,No,Fastened,No,None,Sunny,15.70,Zone-B
2025-06-21 06:00:00,BLD001,Bulldozer,2,3605.78,OP015,Expert,9,Day,T00057,6.43,66.23,12,7.48,111.09,79.25,213.62,2.10,1.08,0.20,Yes,Fastened,Yes,Proximity,Sunny,15.70,Zone-B
2025-06-21 08:00:00,BLD001,Bulldozer,2,3607.78,OP020,Intermediate,6,Day,T00058,6.55,62.30,5,32.33,94.53,77.12,204.90,5.64,1.77,0.58,Yes,Fastened,Yes,Proximity,Sunny,15.70,Zone-B
2025-06-21 10:00:00,BLD001,Bulldozer,2,3609.78,OP010,Beginner,0,Day,T00059,5.96,58.72,4,25.76,88.23,77.16,219.58,6.69,1.73,19.90,No,Fastened,No,None,Sunny,15.70,Zone-B
2025-06-21 12:00:00,BLD001,Bulldozer,2,3611.78,OP010,Beginner,0,Day,T00060,5.81,55.24,0,28.36,85.67,77.56,188.60,4.74,0.43,19.85,No,Fastened,No,None,Sunny,15.70,Zone-B
2025-06-21 14:00:00,BLD001,Bulldozer,2,3613.78,OP013,Intermediate,3,Day,T00061,7.14,50.96,10,25.64,104.90,81.49,231.38,4.42,0.73,1.66,Yes,Fastened,Yes,Proximity,Sunny,15.70,Zone-B
2025-06-21 16:00:00,BLD001,Bulldozer,2,3615.78,OP018,Intermediate,4,Day,T00062,8.63,45.77,10,11.96,120.02,78.88,247.91,4.18,1.60,8.05,No,Fastened,No,None,Sunny,15.70,Zone-B
2025-06-21 18:00:00,BLD001,Bulldozer,2,3617.78,OP006,Intermediate,6,Night,T00063,6.58,41.83,6,27.98,90.30,73.99,231.89,3.49,0.02,10.17,No,Fastened,No,None,Sunny,15.70,Zone-B
2025-06-21 20:00:00,BLD001,Bulldozer,2,3619.78,OP016,Expert,10,Night,T00064,6.66,37.83,11,21.61,100.23,78.41,198.33,5.12,1.82,15.10,No,Fastened,No,None,Sunny,15.70,Zone-B
2025-06-21 22:00:00,BLD001,Bulldozer,2,3621.78,OP003,Beginner,2,Night,T00065,5.83,34.33,1,26.35,86.77,74.46,209.62,3.05,0.91,5.34,No,Fastened,No,None,Sunny,15.70,Zone-B
2025-06-22 00:00:00,BLD001,Bulldozer,2,3623.78,OP006,Intermediate,6,Night,T00066,6.33,30.53,7,28.06,94.77,77.92,208.04,4.27,1.18,10.15,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 02:00:00,BLD001,Bulldozer,2,3625.78,OP018,Intermediate,4,Night,T00067,6.90,26.39,6,18.90,101.03,72.68,196.92,4.59,1.35,13.42,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 04:00:00,BLD001,Bulldozer,2,3627.78,OP018,Intermediate,4,Night,T00068,7.25,22.04,5,25.43,104.25,75.01,222.56,2.35,0.82,22.53,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 06:00:00,BLD001,Bulldozer,2,3629.78,OP015,Expert,9,Day,T00069,7.53,17.52,11,14.78,113.53,80.19,224.68,4.22,2.15,4.10,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 08:00:00,BLD001,Bulldozer,2,3631.78,OP012,Beginner,2,Day,T00070,5.65,92.01,7,22.55,82.92,75.25,237.95,4.61,1.65,7.71,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 10:00:00,BLD001,Bulldozer,2,3633.78,OP015,Expert,9,Day,T00071,6.87,87.89,12,13.91,108.46,78.41,226.60,4.82,0.58,19.53,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 12:00:00,BLD001,Bulldozer,2,3635.78,OP001,Beginner,0,Day,T00072,6.40,84.05,3,15.78,95.67,78.05,222.91,3.38,0.52,21.81,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 14:00:00,BLD001,Bulldozer,2,3637.78,OP004,Beginner,1,Day,T00073,7.01,79.85,6,28.52,102.54,74.25,204.00,3.16,0.73,13.98,No,Unfastened,Yes,Seatbelt,Cloudy,8.94,Zone-B
2025-06-22 16:00:00,BLD001,Bulldozer,2,3639.78,OP002,Expert,10,Day,T00074,7.91,75.10,7,16.32,117.21,80.29,221.91,3.48,0.90,15.96,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 18:00:00,BLD001,Bulldozer,2,3641.78,OP010,Beginner,0,Night,T00075,5.87,71.58,3,29.79,84.17,78.55,216.58,3.51,2.38,8.77,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-22 20:00:00,BLD001,Bulldozer,2,3643.78,OP005,Intermediate,3,Night,T00076,6.78,67.51,7,24.32,103.54,70.43,191.84,4.01,0.68,19.97,No,Unfastened,Yes,Seatbelt,Cloudy,8.94,Zone-B
2025-06-22 22:00:00,BLD001,Bulldozer,2,3645.78,OP005,Intermediate,3,Night,T00077,7.06,63.28,9,15.25,100.25,75.43,218.44,6.36,0.81,10.04,No,Fastened,No,None,Cloudy,8.94,Zone-B
2025-06-23 00:00:00,BLD001,Bulldozer,2,3647.78,OP004,Beginner,1,Night,T00078,6.90,59.14,6,33.55,89.10,73.60,197.89,4.68,0.88,8.65,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 02:00:00,BLD001,Bulldozer,2,3649.78,OP004,Beginner,1,Night,T00079,5.44,55.88,7,26.79,81.30,75.50,221.18,5.37,0.81,17.12,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 04:00:00,BLD001,Bulldozer,2,3651.78,OP020,Intermediate,6,Night,T00080,6.16,52.18,16,24.57,96.67,81.80,230.13,5.28,0.72,15.00,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 06:00:00,BLD001,Bulldozer,2,3653.78,OP001,Beginner,0,Day,T00081,7.45,47.71,10,10.40,116.34,76.47,235.15,5.84,2.00,14.03,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 08:00:00,BLD001,Bulldozer,2,3655.78,OP005,Intermediate,3,Day,T00082,7.11,43.45,5,13.62,106.47,74.96,205.05,3.69,3.49,7.45,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 10:00:00,BLD001,Bulldozer,2,3657.78,OP017,Intermediate,6,Day,T00083,7.38,39.01,7,23.90,105.92,76.16,226.10,4.26,0.99,17.01,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 12:00:00,BLD001,Bulldozer,2,3659.78,OP001,Beginner,0,Day,T00084,7.34,34.61,6,16.59,111.12,79.45,222.54,6.20,0.68,9.14,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 14:00:00,BLD001,Bulldozer,2,3661.78,OP013,Intermediate,3,Day,T00085,7.88,29.88,9,17.91,111.24,77.29,223.36,4.87,1.33,16.66,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 16:00:00,BLD001,Bulldozer,2,3663.78,OP010,Beginner,0,Day,T00086,7.02,25.67,2,31.42,99.36,74.31,214.58,4.59,1.58,13.09,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 18:00:00,BLD001,Bulldozer,2,3665.78,OP013,Intermediate,3,Night,T00087,6.68,21.66,8,29.36,89.63,80.23,219.47,5.40,0.09,11.28,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 20:00:00,BLD001,Bulldozer,2,3667.78,OP002,Expert,10,Night,T00088,7.06,17.43,15,13.66,98.43,86.62,231.96,3.65,1.13,13.85,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-23 22:00:00,BLD001,Bulldozer,2,3669.78,OP014,Beginner,2,Night,T00089,6.34,70.95,7,23.67,91.82,80.59,226.08,2.56,1.22,12.37,No,Fastened,No,None,Sunny,10.21,Zone-B
2025-06-24 00:00:00,BLD001,Bulldozer,2,3671.78,OP017,Intermediate,6,Night,T00090,5.13,67.87,7,30.29,74.17,76.60,203.26,2.73,0.71,20.88,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 02:00:00,BLD001,Bulldozer,2,3673.78,OP018,Intermediate,4,Night,T00091,5.25,64.72,8,41.15,70.66,81.32,215.23,6.60,0.87,2.10,Yes,Fastened,Yes,Proximity,Cloudy,6.87,Zone-B
2025-06-24 04:00:00,BLD001,Bulldozer,2,3675.78,OP010,Beginner,0,Night,T00092,6.75,60.67,1,16.49,107.25,80.52,224.82,4.69,1.86,12.25,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 06:00:00,BLD001,Bulldozer,2,3677.78,OP007,Intermediate,3,Day,T00093,6.59,56.72,7,19.67,93.55,79.74,206.03,5.22,1.31,17.28,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 08:00:00,BLD001,Bulldozer,2,3679.78,OP001,Beginner,0,Day,T00094,5.97,53.13,5,22.38,97.47,74.26,206.70,3.44,1.29,14.44,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 10:00:00,BLD001,Bulldozer,2,3681.78,OP018,Intermediate,4,Day,T00095,7.54,48.61,4,19.93,115.50,79.90,204.43,5.10,0.50,5.87,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 12:00:00,BLD001,Bulldozer,2,3683.78,OP013,Intermediate,3,Day,T00096,6.93,44.45,9,21.28,103.28,78.59,216.92,3.96,0.38,16.05,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 14:00:00,BLD001,Bulldozer,2,3685.78,OP008,Beginner,0,Day,T00097,7.32,40.06,8,20.15,96.86,75.98,209.09,3.33,2.17,13.05,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 16:00:00,BLD001,Bulldozer,2,3687.78,OP009,Beginner,2,Day,T00098,5.89,36.53,2,26.24,93.88,74.53,201.82,4.15,0.93,12.56,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 18:00:00,BLD001,Bulldozer,2,3689.78,OP002,Expert,10,Night,T00099,6.15,32.84,6,15.54,94.10,75.59,240.05,2.52,0.51,10.16,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 20:00:00,BLD001,Bulldozer,2,3691.78,OP008,Beginner,0,Night,T00100,5.12,29.77,4,28.17,73.06,72.89,198.30,3.62,0.56,17.62,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-24 22:00:00,BLD001,Bulldozer,2,3693.78,OP002,Expert,10,Night,T00101,6.42,25.92,6,15.72,101.76,82.15,210.44,5.53,1.43,8.16,No,Fastened,No,None,Cloudy,6.87,Zone-B
2025-06-25 00:00:00,BLD001,Bulldozer,2,3695.78,OP003,Beginner,2,Night,T00102,7.30,21.53,6,36.23,99.22,80.57,215.55,5.26,0.96,10.17,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 02:00:00,BLD001,Bulldozer,2,3697.78,OP013,Intermediate,3,Night,T00103,6.51,17.63,7,27.89,97.94,84.08,197.02,6.07,1.42,3.38,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 04:00:00,BLD001,Bulldozer,2,3699.78,OP008,Beginner,0,Night,T00104,5.89,96.90,5,34.44,81.89,74.32,214.73,3.79,1.37,3.65,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 06:00:00,BLD001,Bulldozer,2,3701.78,OP012,Beginner,2,Day,T00105,7.15,92.61,3,22.27,92.04,78.92,227.56,4.48,2.02,6.02,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 08:00:00,BLD001,Bulldozer,2,3703.78,OP008,Beginner,0,Day,T00106,5.61,89.24,7,22.83,79.99,80.84,217.77,5.28,0.63,9.67,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 10:00:00,BLD001,Bulldozer,2,3705.78,OP009,Beginner,2,Day,T00107,5.55,85.92,6,22.50,89.86,72.41,212.80,4.60,1.75,6.12,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 12:00:00,BLD001,Bulldozer,2,3707.78,OP016,Expert,10,Day,T00108,6.45,82.05,10,14.37,90.99,79.42,210.07,6.00,0.19,14.52,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 14:00:00,BLD001,Bulldozer,2,3709.78,OP016,Expert,10,Day,T00109,7.69,77.44,15,22.30,107.92,82.60,213.36,4.31,0.32,12.50,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 16:00:00,BLD001,Bulldozer,2,3711.78,OP009,Beginner,2,Day,T00110,7.50,72.94,4,22.11,105.49,78.25,219.46,5.06,1.26,15.66,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 18:00:00,BLD001,Bulldozer,2,3713.78,OP004,Beginner,1,Night,T00111,5.62,69.57,3,32.39,74.25,73.09,223.13,4.16,2.37,14.55,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-25 20:00:00,BLD001,Bulldozer,2,3715.78,OP005,Intermediate,3,Night,T00112,6.38,65.74,6,17.79,101.59,79.34,199.35,4.31,0.60,19.61,No,Unfastened,Yes,Seatbelt,Windy,6.61,Zone-B
2025-06-25 22:00:00,BLD001,Bulldozer,2,3717.78,OP002,Expert,10,Night,T00113,6.88,61.61,9,18.71,94.06,81.28,189.31,6.83,3.02,10.01,No,Fastened,No,None,Windy,6.61,Zone-B
2025-06-26 00:00:00,BLD001,Bulldozer,2,3719.78,OP016,Expert,10,Night,T00114,7.00,57.41,9,22.33,102.57,83.85,205.84,2.90,0.32,10.66,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 02:00:00,BLD001,Bulldozer,2,3721.78,OP003,Beginner,2,Night,T00115,4.69,54.59,2,30.19,71.77,77.11,233.68,4.73,0.48,14.05,No,Unfastened,Yes,Seatbelt,Rainy,5.45,Zone-B
2025-06-26 04:00:00,BLD001,Bulldozer,2,3723.78,OP018,Intermediate,4,Night,T00116,6.27,50.83,10,27.63,85.28,76.97,195.05,5.70,0.19,14.77,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 06:00:00,BLD001,Bulldozer,2,3725.78,OP005,Intermediate,3,Day,T00117,7.33,46.43,7,9.62,105.80,78.94,225.61,4.80,0.39,17.06,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 08:00:00,BLD001,Bulldozer,2,3727.78,OP016,Expert,10,Day,T00118,6.30,42.65,7,18.33,101.56,79.12,214.00,7.11,1.29,13.91,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 10:00:00,BLD001,Bulldozer,2,3729.78,OP002,Expert,10,Day,T00119,7.85,37.94,11,14.95,115.43,84.98,225.31,5.02,0.19,8.67,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 12:00:00,BLD001,Bulldozer,2,3731.78,OP006,Intermediate,6,Day,T00120,6.76,33.89,11,11.42,107.10,80.18,195.49,3.03,0.67,11.46,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 14:00:00,BLD001,Bulldozer,2,3733.78,OP019,Intermediate,6,Day,T00121,6.05,30.26,13,21.70,89.24,80.46,234.76,4.05,1.79,7.17,No,Unfastened,Yes,Seatbelt,Rainy,5.45,Zone-B
2025-06-26 16:00:00,BLD001,Bulldozer,2,3735.78,OP002,Expert,10,Day,T00122,8.00,25.46,12,14.95,121.66,78.51,218.66,4.57,0.15,6.81,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 18:00:00,BLD001,Bulldozer,2,3737.78,OP015,Expert,9,Night,T00123,6.39,21.62,14,16.09,98.05,84.16,236.89,4.03,1.03,11.80,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 20:00:00,BLD001,Bulldozer,2,3739.78,OP007,Intermediate,3,Night,T00124,6.64,17.64,16,25.55,86.77,83.14,239.85,2.20,1.84,15.05,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-26 22:00:00,BLD001,Bulldozer,2,3741.78,OP019,Intermediate,6,Night,T00125,5.72,77.95,7,28.92,94.16,75.42,225.77,6.99,1.99,20.34,No,Fastened,No,None,Rainy,5.45,Zone-B
2025-06-27 00:00:00,BLD001,Bulldozer,2,3743.78,OP007,Intermediate,3,Night,T00126,6.54,74.03,11,23.49,97.68,81.75,234.72,5.86,1.05,10.44,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 02:00:00,BLD001,Bulldozer,2,3745.78,OP013,Intermediate,3,Night,T00127,7.07,69.79,8,23.80,105.35,77.47,187.07,4.91,0.72,10.75,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 04:00:00,BLD001,Bulldozer,2,3747.78,OP006,Intermediate,6,Night,T00128,7.09,65.53,2,30.26,97.16,75.34,232.10,3.58,0.58,12.48,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 06:00:00,BLD001,Bulldozer,2,3749.78,OP003,Beginner,2,Day,T00129,7.04,61.31,10,22.48,101.74,84.56,220.38,6.38,0.62,6.49,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 08:00:00,BLD001,Bulldozer,2,3751.78,OP018,Intermediate,4,Day,T00130,7.60,56.75,8,20.87,101.34,77.28,219.17,3.62,0.94,7.61,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 10:00:00,BLD001,Bulldozer,2,3753.78,OP016,Expert,10,Day,T00131,7.37,52.33,10,9.76,103.08,81.51,220.25,4.58,0.15,7.38,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 12:00:00,BLD001,Bulldozer,2,3755.78,OP008,Beginner,0,Day,T00132,6.01,48.72,7,20.60,91.04,80.11,218.86,4.04,0.42,8.09,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 14:00:00,BLD001,Bulldozer,2,3757.78,OP019,Intermediate,6,Day,T00133,7.85,44.02,5,18.92,107.69,78.45,204.18,3.67,0.34,12.51,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 16:00:00,BLD001,Bulldozer,2,3759.78,OP008,Beginner,0,Day,T00134,6.85,39.91,7,21.15,97.81,77.41,242.49,5.01,0.44,16.49,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 18:00:00,BLD001,Bulldozer,2,3761.78,OP013,Intermediate,3,Night,T00135,6.66,35.91,2,18.28,100.30,75.40,211.32,5.73,0.35,19.84,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 20:00:00,BLD001,Bulldozer,2,3763.78,OP014,Beginner,2,Night,T00136,6.28,32.14,5,27.05,98.89,78.84,207.10,3.86,0.89,19.15,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-27 22:00:00,BLD001,Bulldozer,2,3765.78,OP015,Expert,9,Night,T00137,5.91,28.60,11,28.46,88.43,76.51,224.26,5.51,0.06,12.83,No,Fastened,No,None,Rainy,6.59,Zone-B
2025-06-28 00:00:00,BLD001,Bulldozer,2,3767.78,OP019,Intermediate,6,Night,T00138,7.26,24.24,6,15.20,103.33,79.20,224.44,3.54,0.26,12.01,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 02:00:00,BLD001,Bulldozer,2,3769.78,OP003,Beginner,2,Night,T00139,7.12,19.97,8,28.43,98.99,77.33,210.28,5.59,1.41,8.69,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 04:00:00,BLD001,Bulldozer,2,3771.78,OP005,Intermediate,3,Night,T00140,6.40,16.13,5,28.80,91.07,75.24,222.69,5.45,2.35,15.41,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 06:00:00,BLD001,Bulldozer,2,3773.78,OP007,Intermediate,3,Day,T00141,7.05,71.52,9,22.03,97.42,78.79,210.37,2.10,3.27,14.42,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 08:00:00,BLD001,Bulldozer,2,3775.78,OP006,Intermediate,6,Day,T00142,7.16,67.22,10,18.70,107.07,78.01,206.85,4.75,1.78,28.57,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 10:00:00,BLD001,Bulldozer,2,3777.78,OP007,Intermediate,3,Day,T00143,7.26,62.86,10,33.90,93.08,77.68,203.72,4.24,0.35,4.16,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 12:00:00,BLD001,Bulldozer,2,3779.78,OP005,Intermediate,3,Day,T00144,6.23,59.13,10,22.92,94.54,76.25,223.08,4.40,0.16,6.38,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 14:00:00,BLD001,Bulldozer,2,3781.78,OP014,Beginner,2,Day,T00145,6.04,55.50,6,23.58,81.27,78.11,211.01,4.22,0.35,12.64,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 16:00:00,BLD001,Bulldozer,2,3783.78,OP010,Beginner,0,Day,T00146,7.13,51.22,8,25.35,95.19,79.01,205.19,6.92,0.44,4.49,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 18:00:00,BLD001,Bulldozer,2,3785.78,OP012,Beginner,2,Night,T00147,6.92,47.07,0,26.83,102.74,75.80,171.88,3.89,1.10,17.61,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 20:00:00,BLD001,Bulldozer,2,3787.78,OP012,Beginner,2,Night,T00148,7.37,42.65,4,30.67,95.36,77.68,211.26,3.69,1.06,11.85,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-28 22:00:00,BLD001,Bulldozer,2,3789.78,OP014,Beginner,2,Night,T00149,6.86,38.54,7,20.25,102.79,74.56,205.02,4.77,0.53,11.53,No,Fastened,No,None,Foggy,16.34,Zone-B
2025-06-29 00:00:00,BLD001,Bulldozer,2,3791.78,OP002,Expert,10,Night,T00150,5.54,35.21,15,21.07,83.99,86.82,228.45,4.26,0.34,3.11,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 02:00:00,BLD001,Bulldozer,2,3793.78,OP015,Expert,9,Night,T00151,6.76,31.16,7,29.47,93.38,79.11,210.38,4.49,2.19,9.90,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 04:00:00,BLD001,Bulldozer,2,3795.78,OP017,Intermediate,6,Night,T00152,7.59,26.60,7,11.50,118.29,72.42,221.99,6.54,0.76,17.69,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 06:00:00,BLD001,Bulldozer,2,3797.78,OP014,Beginner,2,Day,T00153,6.03,22.99,3,25.58,86.63,79.65,230.29,2.75,2.23,24.72,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 08:00:00,BLD001,Bulldozer,2,3799.78,OP004,Beginner,1,Day,T00154,6.37,19.16,5,29.49,86.21,72.37,213.74,4.91,0.76,19.82,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 10:00:00,BLD001,Bulldozer,2,3801.78,OP002,Expert,10,Day,T00155,7.23,89.44,12,12.45,109.55,83.96,218.97,3.81,2.07,7.73,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 12:00:00,BLD001,Bulldozer,2,3803.78,OP003,Beginner,2,Day,T00156,6.07,85.79,6,21.03,90.79,72.64,212.44,5.26,0.64,19.83,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 14:00:00,BLD001,Bulldozer,2,3805.78,OP011,Intermediate,3,Day,T00157,6.26,82.04,7,23.01,92.87,75.79,222.64,5.88,2.12,15.85,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 16:00:00,BLD001,Bulldozer,2,3807.78,OP012,Beginner,2,Day,T00158,6.81,77.95,3,23.65,97.06,77.41,219.82,4.62,0.89,13.54,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 18:00:00,BLD001,Bulldozer,2,3809.78,OP001,Beginner,0,Night,T00159,6.23,74.22,3,35.12,87.65,78.62,221.07,5.41,2.03,5.34,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 20:00:00,BLD001,Bulldozer,2,3811.78,OP006,Intermediate,6,Night,T00160,6.68,70.20,8,17.18,97.73,82.93,212.44,6.17,1.16,2.66,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-06-29 22:00:00,BLD001,Bulldozer,2,3813.78,OP007,Intermediate,3,Night,T00161,7.17,65.90,9,10.70,112.36,80.81,217.60,4.87,0.28,13.07,No,Fastened,No,None,Sunny,21.29,Zone-B
2025-05-01 00:00:00,GRD001,Grader,6,2778.63,OP018,Intermediate,4,Night,T00162,7.60,73.71,9,32.51,90.92,82.17,224.33,4.42,0.04,9.95,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 02:00:00,GRD001,Grader,6,2780.63,OP015,Expert,9,Night,T00163,8.05,68.88,9,16.80,101.58,79.48,227.84,5.50,1.79,0.20,Yes,Fastened,Yes,Proximity,Cloudy,18.65,Zone-D
2025-05-01 04:00:00,GRD001,Grader,6,2782.63,OP006,Intermediate,6,Night,T00164,6.77,64.82,6,28.40,90.52,77.66,213.50,4.36,1.45,15.31,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 06:00:00,GRD001,Grader,6,2784.63,OP004,Beginner,1,Day,T00165,8.18,59.91,6,19.47,108.90,81.17,191.57,2.97,1.46,6.03,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 08:00:00,GRD001,Grader,6,2786.63,OP013,Intermediate,3,Day,T00166,8.32,54.92,8,16.53,103.90,79.36,210.05,3.02,0.65,17.99,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 10:00:00,GRD001,Grader,6,2788.63,OP015,Expert,9,Day,T00167,7.37,50.50,12,12.38,91.36,76.80,235.81,1.53,1.53,25.00,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 12:00:00,GRD001,Grader,6,2790.63,OP009,Beginner,2,Day,T00168,7.33,46.10,7,21.84,93.91,74.57,209.65,4.73,1.24,19.60,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 14:00:00,GRD001,Grader,6,2792.63,OP018,Intermediate,4,Day,T00169,7.56,41.56,6,22.47,96.77,80.98,207.60,0.63,0.56,17.04,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 16:00:00,GRD001,Grader,6,2794.63,OP012,Beginner,2,Day,T00170,7.36,37.15,8,59.64,76.39,81.11,211.26,2.45,0.75,13.60,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 18:00:00,GRD001,Grader,6,2796.63,OP014,Beginner,2,Night,T00171,6.32,33.36,3,45.74,68.83,72.70,219.85,1.72,2.18,17.24,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 20:00:00,GRD001,Grader,6,2798.63,OP011,Intermediate,3,Night,T00172,7.84,28.66,10,21.59,91.47,76.37,219.55,1.01,1.54,15.92,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-01 22:00:00,GRD001,Grader,6,2800.63,OP009,Beginner,2,Night,T00173,5.85,25.15,9,36.78,76.29,80.78,231.61,2.27,0.91,12.81,No,Fastened,No,None,Cloudy,18.65,Zone-D
2025-05-02 00:00:00,GRD001,Grader,6,2802.63,OP003,Beginner,2,Night,T00174,8.80,19.87,7,19.62,112.49,72.90,206.31,1.19,0.59,17.37,No,Fastened,No,None,Rainy,18.89,Zone-D
2025-05-02 02:00:00,GRD001,Grader,6,2804.63,OP015,Expert,9,Night,T00175,7.23,15.53,7,19.93,92.87,72.98,214.43,1.21,0.43,19.03,No,Fastened,No,None,Rainy,18.89,Zone-D
